Name/Alias,Systematic Name
BUR6,['YER159C']
BXI1,['YNL305C']
BYC1,['YLR079W']
BYC2,['YHR030C']
BYE1,['YKL005C']
BYP1,['YBR126C']
BZZ1,['YHR114W']
C-22 sterol desaturase,['YMR015C']
C-5 sterol desaturase,['YLR056W']
C-8 sterol isomerase ERG2,['YMR202W']
C11,['YDR045C']
C128,['YOR207C']
C160,['YOR116C']
C17,['YJL011C']
C25,['YKL144C']
C31,['YNL151C']
C34,['YNR003C']
C37,['YKR025W']
C53,['YDL150W']
CAAX prenyl protease,['YMR274C']
CAB1,['YDR531W']
CAB2,['YIL083C']
CAB3,['YKL088W']
CAB4,['YGR277C']
CAB5,['YDR196C']
CAC1,['YPR018W']
CAC2,['YML102W']
CAC3,['YBR195C']
CAD1,['YDR423C']
CAD2,['YBR295W']
CAF1,['YNR052C']
CAF120,['YNL278W']
CAF130,['YGR134W']
CAF16,['YFL028C']
CAF17,['YJR122W']
CAF2,['YOR276W']
CAF20,['YOR276W']
CAF4,['YKR036C']
CAF40,['YNL288W']
CAJ1,['YER048C']
CAK1,['YFL029C']
CAL2,['YBL061C']
CAL3,['YLR330W']
CAM1,['YPL048W']
CAN1,['YEL063C']
CAP,['YNL138W']
CAP1,['YKL007W']
CAP2,['YIL034C']
CAP20,['YOR276W']
CAR1,['YPL111W']
CAR2,['YLR438W']
CAR80,['YDR207C']
CAT1,['YDR477W']
CAT2,['YML042W']
CAT3,['YGL115W']
CAT4,['YGL035C']
CAT5,['YOR125C']
CAT8,['YMR280C']
CAT80,['YJR090C']
CAX4,['YGR036C']
CBC1,['YMR125W']
CBC2,['YPL178W']
CBF1,['YJR060W']
CBF2,['YGR140W']
CBF3,['YMR168C']
CBF3A,['YGR140W']
CBF3B,['YMR168C']
CBF3C,['YMR094W']
CBF3D,['YDR328C']
CBF5,['YLR175W']
CBK1,['YNL161W']
CBP1,['YJL209W']
CBP2,['YHL038C']
CBP20,['YPL178W']
CBP3,['YPL215W']
CBP4,['YGR174C']
CBP6,['YBR120C']
CBP7,['YDR197W']
CBP80,['YMR125W']
CBR1,['YIL043C']
CBR5,['YIL043C']
CBS1,['YDL069C']
CBS2,['YDR197W']
CBT1,['YKL208W']
CC1HL,['YKL087C']
CCA1,['YER168C']
CCC1,['YLR220W']
CCC2,['YDR270W']
CCE1,['YKL011C']
CCF8,['YLR424W']
CCH1,['YGR217W']
CCHL,['YAL039C']
CCL1,['YPR025C']
CCM1,['YGR150C']
CCP1,['YKR066C']
CCR1,['YDR477W']
CCR4,['YAL021C']
CCR4-NOT core DEDD family RNase subunit POP2,['YNR052C']
CCR4-NOT core exoribonuclease subunit CCR4,['YAL021C']
CCR4-NOT core subunit BTT1,['YDR252W']
CCR4-NOT core subunit CAF130,['YGR134W']
CCR4-NOT core subunit CAF40,['YNL288W']
CCR4-NOT core subunit CDC36,['YDL165W']
CCR4-NOT core subunit CDC39,['YCR093W']
CCR4-NOT core subunit NOT3,['YIL038C']
CCR4-NOT core subunit NOT5,['YPR072W']
CCR4-NOT core ubiquitin-protein ligase subunit MOT2,['YER068W']
CCS,['YMR038C']
CCT2,['YIL142W']
CCT3,['YJL014W']
CCT4,['YDL143W']
CCT5,['YJR064W']
CCT6,['YDR188W']
CCT7,['YJL111W']
CCT8,['YJL008C']
CCW11,['YJL158C']
CCW12,['YLR110C']
CCW13,['YJR150C']
CCW14,['YLR390W-A']
CCW5,['YJL158C']
CCW6,['YKL164C']
CCW7,['YJL159W']
CCW8,['YKL163W']
CCZ1,['YBR131W']
CDA1,['YLR307W']
CDA2,['YLR308W']
CDC1,['YDR182W']
CDC10,['YCR002C']
CDC101,['YDR013W']
CDC102,['YJL072C']
CDC105,['YDR489W']
CDC11,['YJR076C']
CDC12,['YHR107C']
CDC123,['YLR215C']
CDC13,['YDL220C']
CDC14,['YFR028C']
CDC15,['YAR019C']
CDC16,['YKL022C']
CDC17,['YNL102W']
CDC19,['YAL038W']
CDC2,['YDL102W']
CDC20,['YGL116W']
CDC21,['YOR074C']
CDC23,['YHR166C']
CDC24,['YAL041W']
CDC25,['YLR310C']
CDC25',['YLR310C']
CDC26,['YFR036W']
CDC27,['YBL084C']
CDC28,['YBR160W']
CDC3,['YLR314C']
CDC30,['YBR196C']
CDC31,['YOR257W']
CDC33,['YOL139C']
CDC34,['YDR054C']
CDC35,['YJL005W']
CDC36,['YDL165W']
CDC37,['YDR168W']
CDC39,['YCR093W']
CDC4,['YFL009W']
CDC40,['YDR364C']
CDC42,['YLR229C']
CDC43,['YGL155W']
CDC44,['YOR217W']
CDC45,['YLR103C']
CDC46,['YLR274W']
CDC47,['YBR202W']
CDC48,['YDL126C']
CDC5,['YMR001C']
CDC50,['YCR094W']
CDC53,['YDL132W']
CDC54,['YPR019W']
CDC55,['YGL190C']
CDC6,['YJL194W']
CDC60,['YPL160W']
CDC63,['YOR361C']
CDC64,['YOR335C']
CDC66,['YOR326W']
CDC68,['YGL207W']
CDC7,['YDL017W']
CDC70,['YHR005C']
CDC72,['YLR195C']
CDC73,['YLR418C']
CDC8,['YJR057W']
CDC9,['YDL164C']
CDC91,['YLR459W']
CDC95,['YPR016C']
CDD1,['YLR245C']
CDG1,['YBR029C']
CDK1,['YBR160W']
CDK8,['YPL042C']
CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,['YCL004W']
CDP-diacylglycerol--inositol 3-phosphatidyltransferase,['YPR113W']
CDP-diacylglycerol-serine O-phosphatidyltransferase,['YER026C']
CDP1,['YOL145C']
CDS1,['YBR029C']
CDT1,['YJR046W']
CEF1,['YMR213W']
CEG1,['YGL130W']
CEM1,['YER061C']
CEP1,['YJR060W']
CEP2,['YGR140W']
CEP3,['YMR168C']
CEP52A,['YIL148W']
CEP52B,['YKR094C']
CER1,['YKL073W']
CES1,['YMR273C']
CES4,['YML109W']
CES5,['YPL228W']
CET1,['YPL228W']
CEV1,['YHR060W']
CEX1,['YOR112W']
CFD1,['YIL003W']
CFF1,['YML079W']
CFI1,['YJL076W']
CFS1,['YMR010W']
CFT1,['YDR301W']
CFT2,['YLR115W']
CGI121,['YML036W']
CGP1,['YDR027C']
CGR1,['YGL029W']
CHA1,['YCL064C']
CHA4,['YLR098C']
CHC1,['YGL206C']
CHD1,['YER164W']
CHF1,['YHR115C']
CHF2,['YNL116W']
CHK1,['YBR274W']
CHL1,['YPL008W']
CHL10,['YFL008W']
CHL12,['YMR078C']
CHL15,['YPR135W']
CHL3,['YLR381W']
CHL4,['YDR254W']
CHM1,['YKR035W-A']
CHM2,['YKL002W']
CHM5,['YDR486C']
CHM6,['YMR077C']
CHM7,['YJL049W']
CHO1,['YER026C']
CHO2,['YGR157W']
CHS1,['YNL192W']
CHS2,['YBR038W']
CHS3,['YBR023C']
CHS4,['YBL061C']
CHS5,['YLR330W']
CHS6,['YJL099W']
CHS7,['YHR142W']
CHZ1,['YER030W']
CIA2,['YHR122W']
CIC1,['YHR052W']
CID1,['YER133W']
CIF1,['YBR126C']
CIK1,['YMR198W']
CIK3,['YLR430W']
CIM3,['YGL048C']
CIM5,['YKL145W']
CIN1,['YOR349W']
CIN10,['YDR387C']
CIN2,['YPL241C']
CIN4,['YMR138W']
CIN5,['YOR028C']
CIN8,['YEL061C']
CIN9,['YBL063W']
CIP1,['YPL014W']
CIR1,['YGR207C']
CIR2,['YOR356W']
CIS2,['YLR299W']
CIS3,['YJL158C']
CIT1,['YNR001C']
CIT2,['YCR005C']
CIT3,['YPR001W']
CIV1,['YFL029C']
CKA1,['YIL035C']
CKA2,['YOR061W']
CKB1,['YGL019W']
CKB2,['YOR039W']
CKI1,['YLR133W']
CKI2,['YHR135C']
CKI3,['YER123W']
CKM1,['YMR273C']
CKS1,['YBR135W']
CLA1,['YDR293C']
CLA10,['YHR107C']
CLA2,['YKL092C']
CLA4,['YNL298W']
CLB1,['YGR108W']
CLB2,['YPR119W']
CLB3,['YDL155W']
CLB4,['YLR210W']
CLB5,['YPR120C']
CLB6,['YGR109C']
CLC,['YJR040W']
CLC1,['YGR167W']
CLD1,['YGR110W']
CLF1,['YLR117C']
CLG1,['YGL215W']
CLK1,['YLR248W']
CLN1,['YMR199W']
CLN2,['YPL256C']
CLN3,['YAL040C']
CLN4,['YDL127W']
CLP1,['YOR250C']
CLS1,['YDL142C']
CLS10,['YKL119C']
CLS11,['YPR036W']
CLS14,['YLR396C']
CLS2,['YBR036C']
CLS4,['YAL041W']
CLS5,['YOR122C']
CLS7,['YEL027W']
CLS8,['YDL185W']
CLS9,['YPL234C']
CLU1,['YMR012W']
CLY15,['YBL105C']
CLY5,['YBL105C']
CLY7,['YBL105C']
CMC1,['YKL137W']
CMC2,['YBL059C-A']
CMC3,['YLR218C']
CMC4,['YMR194C-B']
CMD1,['YBR109C']
CMG1,['YLR271W']
CMI7,['YIL002W-A']
CMI8,['YDR461C-A']
CMK1,['YFR014C']
CMK2,['YOL016C']
CMK3,['YLR248W']
CMP1,['YLR433C']
CMP2,['YML057W']
CMR1,['YDL156W']
CMR2,['YOR093C']
CMR3,['YPR013C']
CMT1,['YLR442C']
CNA1,['YLR433C']
CNA2,['YML057W']
CNB1,['YKL190W']
CNC1,['YNL025C']
CND1,['YLR342W']
CNE1,['YAL058W']
CNL1,['YDR357C']
CNM67,['YNL225C']
CNN1,['YFR046C']
CNR1,['YLR293C']
CNR2,['YOR185C']
CNS1,['YBR155W']
COA1,['YIL157C']
COA2,['YPL189C-A']
COA3,['YJL062W-A']
COA4,['YLR218C']
COA6,['YMR244C-A']
COB,['Q0105']
COB1,['Q0105']
COD2,['YNL041C']
COD3,['YGL223C']
COD4,['YNL051W']
COD5,['YGL005C']
COF1,['YLL050C']
COG1,['YGL223C']
COG2,['YGR120C']
COG3,['YER157W']
COG4,['YPR105C']
COG5,['YNL051W']
COG6,['YNL041C']
COG7,['YGL005C']
COG8,['YML071C']
COI1,['YDR381C-A']
COM1,['YGL175C']
COM2,['YER130C']
COMPASS subunit protein SWD1,['YAR003W']
COP1,['YDL145C']
COP9 signalosome catalytic subunit RRI1,['YDL216C']
COPII subunit SEC24,['YIL109C']
COPII subunit SFB2,['YNL049C']
COQ1,['YBR003W']
COQ10,['YOL008W']
COQ11,['YLR290C']
COQ2,['YNR041C']
COQ21,['YBR230W-A']
COQ3,['YOL096C']
COQ4,['YDR204W']
COQ5,['YML110C']
COQ6,['YGR255C']
COQ7,['YOR125C']
COQ8,['YGL119W']
COQ9,['YLR201C']
COR1,['YBL045C']
COR2,['YPR191W']
COR3,['YFR033C']
COR4,['YDR529C']
COR5,['YJL166W']
CORVET complex membrane-binding subunit VPS8,['YAL002W']
CORVET complex subunit VPS3,['YDR495C']
COS1,['YNL336W']
COS10,['YNR075W']
COS111,['YBR203W']
COS12,['YGL263W']
COS16,['YCR044C']
COS2,['YBR302C']
COS3,['YML132W']
COS4,['YFL062W']
COS5,['YJR161C']
COS6,['YGR295C']
COS7,['YDL248W']
COS8,['YHL048W']
COS9,['YKL219W']
COT1,['YOR316C']
COT2,['YJR090C']
COX1,['Q0045']
COX10,['YPL172C']
COX11,['YPL132W']
COX12,['YLR038C']
COX13,['YGL191W']
COX14,['YML129C']
COX15,['YER141W']
COX16,['YJL003W']
COX17,['YLL009C']
COX18,['YGR062C']
COX19,['YLL018C-A']
COX2,['Q0250']
COX20,['YDR231C']
COX23,['YHR116W']
COX24,['YLR204W']
COX25,['YJL062W-A']
COX26,['YDR119W-A']
COX3,['Q0275']
COX4,['YGL187C']
COX5A,['YNL052W']
COX5B,['YIL111W']
COX6,['YHR051W']
COX7,['YMR256C']
COX8,['YLR395C']
COX9,['YDL067C']
COY1,['YKL179C']
CP1,['YJR060W']
CPA1,['YOR303W']
CPA2,['YJR109C']
CPBP,['YPL048W']
CPC2,['YMR116C']
CPE1,['YOL004W']
CPF1,['YJR060W']
CPH1,['YDR155C']
CPL1,['YMR154C']
CPN10,['YOR020C']
CPN60,['YLR259C']
CPR2,['YHR057C']
CPR3,['YML078W']
CPR4,['YCR069W']
CPR5,['YDR304C']
CPR6,['YLR216C']
CPR7,['YJR032W']
CPR8,['YNR028W']
CPS1,['YJL172W']
CPS15,['YBR258C']
CPS25,['YDR469W']
CPS30,['YBR175W']
CPS35,['YKL018W']
CPS40,['YPL138C']
CPS50,['YAR003W']
CPS60,['YLR015W']
CPT1,['YNL130C']
CPY,['YMR297W']
CPY1,['YMR297W']
CRC1,['YOR100C']
CRD1,['YDL142C']
CRE1,['YJL127C']
CRE2,['YGR116W']
CRG1,['YHR209W']
CRH1,['YGR189C']
CRH2,['YEL040W']
CRL13,['YOR259C']
CRL21,['YJL001W']
CRL3,['YGL048C']
CRM1,['YGR218W']
CRN1,['YLR429W']
CRO1,['YDR529C']
CRP1,['YHR146W']
CRR1,['YLR213C']
CRS1,['YNL247W']
CRS4,['YJR104C']
CRT10,['YOL063C']
CRT3,['YGR180C']
CRT4,['YCR084C']
CRT5,['YNL102W']
CRT6,['YJL026W']
CRT7,['YER070W']
CRT8,['YBR112C']
CRT9,['YOR074C']
CRV1,['YKL190W']
CRV4,['YBR015C']
CRY1,['YCR031C']
CRY2,['YJL191W']
CRZ1,['YNL027W']
CS1,['YNR001C']
CSA1,['YPR174C']
CSD2,['YBR023C']
CSD3,['YJL099W']
CSD4,['YBL061C']
CSE1,['YGL238W']
CSE2,['YNR010W']
CSE4,['YKL049C']
CSF1,['YLR087C']
CSG1,['YPL057C']
CSG2,['YBR036C']
CSH1,['YBR161W']
CSI1,['YMR025W']
CSI2,['YOL007C']
CSL1,['YMR168C']
CSL2,['YKL049C']
CSL3,['YGL244W']
CSL4,['YNL232W']
CSM1,['YCR086W']
CSM2,['YIL132C']
CSM3,['YMR048W']
CSM4,['YPL200W']
CSN10,['YOL117W']
CSN11,['YIL071C']
CSN12,['YJR084W']
CSN5,['YDL216C']
CSN9,['YDR179C']
CSP1,['YGR044C']
CSR1,['YLR380W']
CSR2,['YPR030W']
CSS1,['YIL169C']
CSS2,['YFR020W']
CSS3,['YOL159C']
CST13,['YBR158W']
CST14,['YOR272W']
CST17,['YLR293C']
CST18,['YKL117W']
CST20,['YDR002W']
CST21,['YJL148W']
CST26,['YBR042C']
CST3,['YPR068C']
CST4,['YLR226W']
CST6,['YIL036W']
CST9,['YLR394W']
CTA1,['YDR256C']
CTC1,['YOR065W']
CTF1,['YPL008W']
CTF13,['YMR094W']
CTF14,['YGR140W']
CTF15,['YJL140W']
CTF17,['YDR254W']
CTF18,['YMR078C']
CTF19,['YPL018W']
CTF3,['YLR381W']
CTF4,['YPR135W']
CTF5,['YDR318W']
CTF7,['YFR027W']
CTF8,['YHR191C']
CTH2,['YLR136C']
CTI6,['YPL181W']
CTK1,['YKL139W']
CTK2,['YJL006C']
CTK3,['YML112W']
CTL1,['YMR180C']
CTM1,['YHR109W']
CTN1,['YLR310C']
CTN5,['YNL098C']
CTO1,['YCR015C']
CTP synthase URA7,['YBL039C']
CTP synthase URA8,['YJR103W']
CTP1,['YBR291C']
CTR2,['YHR175W']
CTR3,['YLR411W']
CTR7,['YER167W']
CTR86,['YCR054C']
CTR9,['YOL145C']
CTS1,['YLR286C']
CTS2,['YDR371W']
CTT1,['YGR088W']
CUA1,['YMR021C']
CUB1,['YPL260W']
CUE1,['YMR264W']
CUE2,['YKL090W']
CUE3,['YGL110C']
CUE4,['YML101C']
CUE5,['YOR042W']
CUI1,['YMR067C']
CUI2,['YJL048C']
CUI3,['YBR273C']
CUL3,['YGR003W']
CUL8,['YJL047C']
CULB,['YGR003W']
CULC,['YJL047C']
CULLIN B,['YGR003W']
CUP1-1,['YHR053C']
CUP1-2,['YHR055C']
CUP2,['YGL166W']
CUP5,['YEL027W']
CUP9,['YPL177C']
CUR1,['YPR158W']
CUS1,['YMR240C']
CUS2,['YNL286W']
CUZ1,['YNL155W']
CVT1,['YEL060C']
CVT10,['YGL180W']
CVT11,['YMR159C']
CVT12,['YBR128C']
CVT13,['YJL036W']
CVT15,['YPL045W']
CVT16,['YBR131W']
CVT17,['YCR068W']
CVT18,['YFR021W']
CVT19,['YOL082W']
CVT2,['YHR171W']
CVT20,['YDL113C']
CVT23,['YLR431C']
CVT3,['YPR049C']
CVT4,['YDL077C']
CVT5,['YBL078C']
CVT6,['YDL149W']
CVT7,['YDL149W']
CVT8,['YDR080W']
CVT9,['YPR049C']
CWC14,['YCR063W']
CWC15,['YDR163W']
CWC16,['YKL095W']
CWC2,['YDL209C']
CWC21,['YDR482C']
CWC22,['YGR278W']
CWC23,['YGL128C']
CWC24,['YLR323C']
CWC25,['YNL245C']
CWC26,['YGL174W']
CWC27,['YPL064C']
CWH41,['YGL027C']
CWH43,['YCR017C']
CWH47,['YDL006W']
CWH48,['YPR159W']
CWH52,['YMR307W']
CWH53,['YLR342W']
CWH6,['YPL175W']
CWH8,['YGR036C']
CWP1,['YKL096W']
CWP2,['YKL096W-A']
CYB2,['YML054C']
CYB3,['YKL141W']
CYB5,['YNL111C']
CYC1,['YJR048W']
CYC2,['YOR037W']
CYC3,['YAL039C']
CYC7,['YEL039C']
CYC8,['YBR112C']
CYC9,['YCR084C']
CYD1,['YDR232W']
CYH2,['YGL103W']
CYH3,['YGL013C']
CYI1,['YAL012W']
CYK1,['YPL242C']
CYK2,['YMR032W']
CYK3,['YDL117W']
CYM1,['YDR430C']
CYP2,['YHR057C']
CYP3,['YML078W']
CYP4,['YCR069W']
CYP40,['YLR216C']
CYP5,['YDR304C']
CYP51,['YHR007C']
CYP56,['YDR402C']
CYP61,['YMR015C']
CYR1,['YJL005W']
CYR3,['YNL098C']
CYS3,['YAL012W']
CYS4,['YGR155W']
CYT1,['YOR065W']
CYT2,['YKL087C']
CYTB,['Q0105']
Ca(2+)-binding ATP:ADP antiporter SAL1,['YNL083W']
Ca(2+)-dependent cysteine protease MCA1,['YOR197W']
Ca(2+)/Mn(2+)-transporting P-type ATPase PMR1,['YGL167C']
CaM,['YBR109C']
Cu(2+)-transporting P-type ATPase CCC2,['YDR270W']
Cu-binding protein SCO1,['YBR037C']
Cu/Pi carrier,['YER053C']
CycC,['YNL025C']
D-amino-acid N-acetyltransferase,['YEL066W']
"D-arabinono-1,4-lactone oxidase",['YML086C']
D-arabinose 1-dehydrogenase (NAD(P)(+)) ARA1,['YBR149W']
D-arabinose 1-dehydrogenase (NAD(P)(+)) ARA2,['YMR041C']
D-serine ammonia-lyase DSD1,['YGL196W']
D-tyrosyl-tRNA(Tyr) deacylase,['YDL219W']
D-xylulose reductase XYL2,['YLR070C']
DAC1,['YHR005C']
DAC2,['YBL016W']
DAD1,['YDR016C']
DAD2,['YKR083C']
DAD3,['YBR233W-A']
DAD4,['YDR320C-A']
DAF1,['YAL040C']
DAF2,['YKL178C']
DAG1,['YMR275C']
DAK1,['YML070W']
DAK2,['YFL053W']
DAL1,['YIR027C']
DAL2,['YIR029W']
DAL3,['YIR032C']
DAL4,['YIR028W']
DAL5,['YJR152W']
DAL7,['YIR031C']
DAL80,['YKR034W']
DAL81,['YIR023W']
DAL82,['YNL314W']
DAM1,['YGR113W']
DAN1,['YJR150C']
DAN2,['YLR037C']
DAN3,['YBR301W']
DAN4,['YJR151C']
DAP1,['YPL170W']
DAP2,['YHR028C']
DAR1,['YDL022W']
DAS1,['YJL149W']
DAS2,['YDR020C']
DAT1,['YML113W']
DBF2,['YGR092W']
DBF20,['YPR111W']
DBF3,['YHR165C']
DBF4,['YDR052C']
DBF8,['YIR011C']
DBH1,['YDR419W']
DBI56,['YML110C']
DBI9,['YMR017W']
DBM1,['YOR127W']
DBP1,['YPL119C']
DBP10,['YDL031W']
DBP2,['YNL112W']
DBP3,['YGL078C']
DBP4,['YJL033W']
DBP5,['YOR046C']
DBP6,['YNR038W']
DBP7,['YKR024C']
DBP8,['YHR169W']
DBP9,['YLR276C']
DBR1,['YKL149C']
DCC1,['YCL016C']
DCD1,['YHR144C']
DCG1,['YIR030C']
DCI1,['YOR180C']
DCK1,['YLR422W']
DCN1,['YLR128W']
DCP1,['YOL149W']
DCP2,['YNL118C']
DCP3,['YEL015W']
DCR1,['YMR135C']
DCR2,['YLR361C']
DCS1,['YLR270W']
DCS2,['YOR173W']
DCV1,['YFR012W']
DCW1,['YKL046C']
DDC1,['YPL194W']
DDC2,['YDR499W']
DDI1,['YER143W']
DDI2,['YFL061W']
DDI3,['YNL335W']
DDL1,['YOR022C']
DDP1,['YOR163W']
DDR2,['YOL052C-A']
DDR48,['YMR173W']
DDRA2,['YOL052C-A']
DEA1,['YJR062C']
DEAD-box ATP-dependent RNA helicase DBP2,['YNL112W']
DEAD-box ATP-dependent RNA helicase DED1,['YOR204W']
DEAD-box RNA helicase PRP5,['YBR237W']
DEAH-box ATP-dependent RNA helicase PRP22,['YER013W']
DEAH-box ATP-dependent RNA helicase PRP43,['YGL120C']
DEAH-box RNA helicase PRP16,['YKR086W']
DEAH-box RNA-dependent ATPase PRP2,['YNR011C']
DEC1,['YOL076W']
DED1,['YOR204W']
DED81,['YHR019C']
DEF1,['YKL054C']
DEG1,['YFL001W']
DEH1,['YJL110C']
DEM1,['YBR163W']
DEP1,['YAL013W']
DER1,['YBR201W']
DER2,['YMR022W']
DER3,['YOL013C']
DER7,['YGL027C']
DET1,['YDR051C']
DExD/H-box ATP-dependent RNA helicase DHH1,['YDL160C']
DFG10,['YIL049W']
DFG16,['YOR030W']
DFG5,['YMR238W']
DFG9,['YER149C']
DFM1,['YDR411C']
DFR1,['YOR236W']
DGA1,['YOR245C']
DGK1,['YOR311C']
DGR1,['YNL130C-A']
DGR2,['YKL121W']
DHC1,['YKR054C']
DHE4,['YOR375C']
DHH1,['YDL160C']
DHI1,['YGR251W']
DHR1,['YMR128W']
DHR2,['YKL078W']
DHS1,['YOR033C']
DIA1,['YMR316W']
DIA2,['YOR080W']
DIA3,['YDL024C']
DIA4,['YHR011W']
DIB1,['YPR082C']
DIC1,['YLR348C']
DID1,['YLR025W']
DID2,['YKR035W-A']
DID3,['YKL041W']
DID4,['YKL002W']
DID6,['YPR173C']
DID7,['YNR006W']
DIE1,['YDR123C']
DIE2,['YGR227W']
DIF1,['YLR437C']
DIG1,['YPL049C']
DIG2,['YDR480W']
DIL1,['YMR280C']
DIN1,['YIL066C']
DIN3,['YDR263C']
DIN7,['YDR263C']
DIP1,['YKL017C']
DIP2,['YLR129W']
DIP5,['YPL265W']
DIS1,['YOR191W']
DIS2,['YER133W']
DIS2S1,['YER133W']
DIS3,['YOL021C']
DIT1,['YDR403W']
DIT101,['YBR023C']
DIT2,['YDR402C']
DJP1,['YIR004W']
DKA1,['YLR178C']
DLD1,['YDL174C']
DLD2,['YDL178W']
DLD3,['YEL071W']
DLP2,['YBR164C']
DLS1,['YJL065C']
DLT1,['YMR126C']
DMA1,['YHR115C']
DMA2,['YNL116W']
DMC1,['YER179W']
DML1,['YMR211W']
DMP1,['YPL144W']
DMP2,['YLR021W']
DMR1,['YGR150C']
DNA 5'-adenosine monophosphate hydrolase,['YOR258W']
DNA cross-link repair protein PSO2,['YMR137C']
DNA damage-responsive RNA polymerase-degradation factor DEF1,['YKL054C']
DNA damage-responsive protein 48,['YMR173W']
DNA helicase PIF1,['YML061C']
DNA helicase RAD5,['YLR032W']
DNA helicase SRS2,['YJL092W']
DNA ligase (ATP) CDC9,['YDL164C']
DNA ligase (ATP) DNL4,['YOR005C']
DNA polymerase delta subunit POL32,['YJR043C']
DNA polymerase epsilon catalytic subunit,['YNL262W']
DNA primase subunit PRI1,['YIR008C']
DNA primase subunit PRI2,['YKL045W']
DNA repair ATPase SMC5,['YOL034W']
DNA repair protein RAD10,['YML095C']
DNA repair protein RAD14,['YMR201C']
DNA repair protein RAD16,['YBR114W']
DNA repair protein SMC6,['YLR383W']
DNA replication initiation factor CDC45,['YLR103C']
DNA replication protein PSF1,['YDR013W']
DNA replication protein PSF2,['YJL072C']
DNA replication protein PSF3,['YOL146W']
DNA replication protein SLD5,['YDR489W']
DNA topoisomerase (ATP-hydrolyzing),['YHL022C']
DNA topoisomerase 1,['YOL006C']
DNA topoisomerase 2,['YNL088W']
DNA topoisomerase 3,['YLR234W']
DNA translocase,['YOR304W']
DNA-(apurinic or apyrimidinic site) lyase APN1,['YKL114C']
DNA-(apurinic or apyrimidinic site) lyase APN2,['YBL019W']
DNA-3-methyladenine glycosylase II,['YER142C']
DNA-binding ATPase,['YPL082C']
DNA-binding E3 ubiquitin-protein ligase SNT2,['YGL131C']
DNA-binding SCF ubiquitin ligase subunit DIA2,['YOR080W']
DNA-binding domain containing protein,['YFL052W']
DNA-binding protein ABF1,['YKL112W']
DNA-binding protein ABF2,['YMR072W']
DNA-binding protein REB1,['YBR049C']
DNA-binding protein RIF1,['YBR275C']
DNA-binding protein SAW1,['YAL027W']
DNA-binding protein SRL3,['YKR091W']
DNA-binding protein kinase TEL1,['YBL088C']
DNA-binding transcription factor ACE2,['YLR131C']
DNA-binding transcription factor ADR1,['YDR216W']
DNA-binding transcription factor AFT1,['YGL071W']
DNA-binding transcription factor CAT8,['YMR280C']
DNA-binding transcription factor CRZ1,['YNL027W']
DNA-binding transcription factor RAP1,['YNL216W']
DNA-binding transcription factor SWI5,['YDR146C']
DNA-binding transcription factor YAP1,['YML007W']
DNA-binding transcription repressor ASH1,['YKL185W']
DNA-binding transcription repressor IXR1,['YKL032C']
DNA-binding transcriptional regulator UME6,['YDR207C']
DNA-dependent ATPase FUN30,['YAL019W']
DNA-dependent ATPase RAD26,['YJR035W']
DNA-dependent ATPase RAD54,['YGL163C']
DNA-dependent ATPase RDH54,['YBR073W']
DNA-directed DNA polymerase IV,['YCR014C']
DNA-directed DNA polymerase alpha catalytic subunit POL1,['YNL102W']
DNA-directed DNA polymerase alpha subunit POL12,['YBL035C']
DNA-directed DNA polymerase delta POL3,['YDL102W']
DNA-directed DNA polymerase delta subunit POL31,['YJR006W']
DNA-directed DNA polymerase eta,['YDR419W']
DNA-directed DNA polymerase gamma MIP1,['YOR330C']
DNA-directed RNA polymerase,['YFL036W']
DNA-directed RNA polymerase I core subunit RPA12,['YJR063W']
DNA-directed RNA polymerase I core subunit RPA135,['YPR010C']
DNA-directed RNA polymerase I core subunit RPA190,['YOR341W']
DNA-directed RNA polymerase I subunit RPA14,['YDR156W']
DNA-directed RNA polymerase I subunit RPA34,['YJL148W']
DNA-directed RNA polymerase I subunit RPA43,['YOR340C']
DNA-directed RNA polymerase I subunit RPA49,['YNL248C']
DNA-directed RNA polymerase II core subunit RPB11,['YOL005C']
DNA-directed RNA polymerase II core subunit RPB2,['YOR151C']
DNA-directed RNA polymerase II core subunit RPB3,['YIL021W']
DNA-directed RNA polymerase II core subunit RPB9,['YGL070C']
DNA-directed RNA polymerase II core subunit RPO21,['YDL140C']
DNA-directed RNA polymerase II subunit RPB4,['YJL140W']
DNA-directed RNA polymerase II subunit RPB7,['YDR404C']
DNA-directed RNA polymerase III core subunit RET1,['YOR207C']
DNA-directed RNA polymerase III core subunit RPC11,['YDR045C']
DNA-directed RNA polymerase III core subunit RPO31,['YOR116C']
DNA-directed RNA polymerase III subunit C31,['YNL151C']
DNA-directed RNA polymerase III subunit C34,['YNR003C']
DNA-directed RNA polymerase III subunit C37,['YKR025W']
DNA-directed RNA polymerase III subunit C53,['YDL150W']
DNA-directed RNA polymerase III subunit C82,['YPR190C']
DNA-directed RNA polymerase III subunit RPC17,['YJL011C']
DNA-directed RNA polymerase III subunit RPC25,['YKL144C']
DNA-directed RNA polymerase core subunit RPB10,['YOR210W']
DNA-directed RNA polymerase core subunit RPB5,['YBR154C']
DNA-directed RNA polymerase core subunit RPB8,['YOR224C']
DNA-directed RNA polymerase core subunit RPC10,['YHR143W-A']
DNA-directed RNA polymerase core subunit RPC19,['YNL113W']
