Systematic Name,Standard Name,protein_domain,Domain Description,Start Coordinate,End Coordinate,term_link,gene_link
YAR007C,RFA1,PF01336,"OB-fold nucleic acid binding domain; OB-fold nucleic acid binding domain, AA-tRNA synthetase-type",197,281,<a href='https://pfam.xfam.org/family/PF01336' target='_blank'>PF01336</a>,<a href='https://www.yeastgenome.org/locus/YAR007C/protein' target='_blank'>YAR007C</a>
YAR007C,RFA1,PF08646,"Replication factor-A C terminal domain; Replication factor A, C-terminal",466,611,<a href='https://pfam.xfam.org/family/PF08646' target='_blank'>PF08646</a>,<a href='https://www.yeastgenome.org/locus/YAR007C/protein' target='_blank'>YAR007C</a>
YAR007C,RFA1,PF16900,"Replication protein A OB domain; Replication protein A, OB domain",306,400,<a href='https://pfam.xfam.org/family/PF16900' target='_blank'>PF16900</a>,<a href='https://www.yeastgenome.org/locus/YAR007C/protein' target='_blank'>YAR007C</a>
YAR008W,SEN34,PF01974,"tRNA intron endonuclease, catalytic C-terminal domain; tRNA intron endonuclease, catalytic domain-like",183,262,<a href='https://pfam.xfam.org/family/PF01974' target='_blank'>PF01974</a>,<a href='https://www.yeastgenome.org/locus/YAR008W/protein' target='_blank'>YAR008W</a>
YAR014C,BUD14,PF00018,SH3 domain; SH3 domain,266,312,<a href='https://pfam.xfam.org/family/PF00018' target='_blank'>PF00018</a>,<a href='https://www.yeastgenome.org/locus/YAR014C/protein' target='_blank'>YAR014C</a>
YAR015W,ADE1,PF01259,"SAICAR synthetase; SAICAR synthetase/ADE2, N-terminal",15,279,<a href='https://pfam.xfam.org/family/PF01259' target='_blank'>PF01259</a>,<a href='https://www.yeastgenome.org/locus/YAR015W/protein' target='_blank'>YAR015W</a>
YAR018C,KIN3,PF00069,Protein kinase domain; Protein kinase domain,25,340,<a href='https://pfam.xfam.org/family/PF00069' target='_blank'>PF00069</a>,<a href='https://www.yeastgenome.org/locus/YAR018C/protein' target='_blank'>YAR018C</a>
YAR019C,CDC15,PF00069,Protein kinase domain; Protein kinase domain,25,272,<a href='https://pfam.xfam.org/family/PF00069' target='_blank'>PF00069</a>,<a href='https://www.yeastgenome.org/locus/YAR019C/protein' target='_blank'>YAR019C</a>
YAR020C,PAU7,PF00660,Seripauperin and TIP1 family; Stress-induced protein SRP1/TIP1,24,55,<a href='https://pfam.xfam.org/family/PF00660' target='_blank'>PF00660</a>,<a href='https://www.yeastgenome.org/locus/YAR020C/protein' target='_blank'>YAR020C</a>
YAR023C, ,PF00674,DUP family; Yeast membrane protein DUP/COS,24,117,<a href='https://pfam.xfam.org/family/PF00674' target='_blank'>PF00674</a>,<a href='https://www.yeastgenome.org/locus/YAR023C/protein' target='_blank'>YAR023C</a>
YAR027W,UIP3,PF00674,DUP family; Yeast membrane protein DUP/COS,77,168,<a href='https://pfam.xfam.org/family/PF00674' target='_blank'>PF00674</a>,<a href='https://www.yeastgenome.org/locus/YAR027W/protein' target='_blank'>YAR027W</a>
YAR028W, ,PF00674,DUP family; Yeast membrane protein DUP/COS,77,166,<a href='https://pfam.xfam.org/family/PF00674' target='_blank'>PF00674</a>,<a href='https://www.yeastgenome.org/locus/YAR028W/protein' target='_blank'>YAR028W</a>
YAR029W, ,PF00674,DUP family; Yeast membrane protein DUP/COS,1,38,<a href='https://pfam.xfam.org/family/PF00674' target='_blank'>PF00674</a>,<a href='https://www.yeastgenome.org/locus/YAR029W/protein' target='_blank'>YAR029W</a>
YAR031W,PRM9,PF00674,DUP family; Yeast membrane protein DUP/COS,137,232,<a href='https://pfam.xfam.org/family/PF00674' target='_blank'>PF00674</a>,<a href='https://www.yeastgenome.org/locus/YAR031W/protein' target='_blank'>YAR031W</a>
YAR033W,MST28,PF00674,DUP family; Yeast membrane protein DUP/COS,78,171,<a href='https://pfam.xfam.org/family/PF00674' target='_blank'>PF00674</a>,<a href='https://www.yeastgenome.org/locus/YAR033W/protein' target='_blank'>YAR033W</a>
YAR035W,YAT1,PF00755,Choline/Carnitine o-acyltransferase; Choline/carnitine acyltransferase domain,4,642,<a href='https://pfam.xfam.org/family/PF00755' target='_blank'>PF00755</a>,<a href='https://www.yeastgenome.org/locus/YAR035W/protein' target='_blank'>YAR035W</a>
YAR042W,SWH1,PF00169,PH domain; Pleckstrin homology domain,283,379,<a href='https://pfam.xfam.org/family/PF00169' target='_blank'>PF00169</a>,<a href='https://www.yeastgenome.org/locus/YAR042W/protein' target='_blank'>YAR042W</a>
YAR042W,SWH1,PF01237,Oxysterol-binding protein; Oxysterol-binding protein,800,1174,<a href='https://pfam.xfam.org/family/PF01237' target='_blank'>PF01237</a>,<a href='https://www.yeastgenome.org/locus/YAR042W/protein' target='_blank'>YAR042W</a>
YAR042W,SWH1,PF13637,Ankyrin repeats (many copies),87,117,<a href='https://pfam.xfam.org/family/PF13637' target='_blank'>PF13637</a>,<a href='https://www.yeastgenome.org/locus/YAR042W/protein' target='_blank'>YAR042W</a>
YAR050W,FLO1,PF00624,Flocculin repeat; Flocculin,276,315,<a href='https://pfam.xfam.org/family/PF00624' target='_blank'>PF00624</a>,<a href='https://www.yeastgenome.org/locus/YAR050W/protein' target='_blank'>YAR050W</a>
YAR050W,FLO1,PF00624,Flocculin repeat; Flocculin,322,360,<a href='https://pfam.xfam.org/family/PF00624' target='_blank'>PF00624</a>,<a href='https://www.yeastgenome.org/locus/YAR050W/protein' target='_blank'>YAR050W</a>
YAR050W,FLO1,PF00624,Flocculin repeat; Flocculin,367,405,<a href='https://pfam.xfam.org/family/PF00624' target='_blank'>PF00624</a>,<a href='https://www.yeastgenome.org/locus/YAR050W/protein' target='_blank'>YAR050W</a>
YAR050W,FLO1,PF00624,Flocculin repeat; Flocculin,413,450,<a href='https://pfam.xfam.org/family/PF00624' target='_blank'>PF00624</a>,<a href='https://www.yeastgenome.org/locus/YAR050W/protein' target='_blank'>YAR050W</a>
YAR050W,FLO1,PF00624,Flocculin repeat; Flocculin,458,495,<a href='https://pfam.xfam.org/family/PF00624' target='_blank'>PF00624</a>,<a href='https://www.yeastgenome.org/locus/YAR050W/protein' target='_blank'>YAR050W</a>
YAR050W,FLO1,PF00624,Flocculin repeat; Flocculin,503,540,<a href='https://pfam.xfam.org/family/PF00624' target='_blank'>PF00624</a>,<a href='https://www.yeastgenome.org/locus/YAR050W/protein' target='_blank'>YAR050W</a>
YAR050W,FLO1,PF00624,Flocculin repeat; Flocculin,548,585,<a href='https://pfam.xfam.org/family/PF00624' target='_blank'>PF00624</a>,<a href='https://www.yeastgenome.org/locus/YAR050W/protein' target='_blank'>YAR050W</a>
YAR050W,FLO1,PF00624,Flocculin repeat; Flocculin,592,630,<a href='https://pfam.xfam.org/family/PF00624' target='_blank'>PF00624</a>,<a href='https://www.yeastgenome.org/locus/YAR050W/protein' target='_blank'>YAR050W</a>
YAR050W,FLO1,PF00624,Flocculin repeat; Flocculin,637,675,<a href='https://pfam.xfam.org/family/PF00624' target='_blank'>PF00624</a>,<a href='https://www.yeastgenome.org/locus/YAR050W/protein' target='_blank'>YAR050W</a>
YAR050W,FLO1,PF00624,Flocculin repeat; Flocculin,683,720,<a href='https://pfam.xfam.org/family/PF00624' target='_blank'>PF00624</a>,<a href='https://www.yeastgenome.org/locus/YAR050W/protein' target='_blank'>YAR050W</a>
YAR050W,FLO1,PF00624,Flocculin repeat; Flocculin,728,765,<a href='https://pfam.xfam.org/family/PF00624' target='_blank'>PF00624</a>,<a href='https://www.yeastgenome.org/locus/YAR050W/protein' target='_blank'>YAR050W</a>
YAR050W,FLO1,PF00624,Flocculin repeat; Flocculin,772,810,<a href='https://pfam.xfam.org/family/PF00624' target='_blank'>PF00624</a>,<a href='https://www.yeastgenome.org/locus/YAR050W/protein' target='_blank'>YAR050W</a>
YAR050W,FLO1,PF00624,Flocculin repeat; Flocculin,817,855,<a href='https://pfam.xfam.org/family/PF00624' target='_blank'>PF00624</a>,<a href='https://www.yeastgenome.org/locus/YAR050W/protein' target='_blank'>YAR050W</a>
YAR050W,FLO1,PF00624,Flocculin repeat; Flocculin,862,900,<a href='https://pfam.xfam.org/family/PF00624' target='_blank'>PF00624</a>,<a href='https://www.yeastgenome.org/locus/YAR050W/protein' target='_blank'>YAR050W</a>
YAR050W,FLO1,PF00624,Flocculin repeat; Flocculin,907,945,<a href='https://pfam.xfam.org/family/PF00624' target='_blank'>PF00624</a>,<a href='https://www.yeastgenome.org/locus/YAR050W/protein' target='_blank'>YAR050W</a>
YAR050W,FLO1,PF00624,Flocculin repeat; Flocculin,952,990,<a href='https://pfam.xfam.org/family/PF00624' target='_blank'>PF00624</a>,<a href='https://www.yeastgenome.org/locus/YAR050W/protein' target='_blank'>YAR050W</a>
YAR050W,FLO1,PF00624,Flocculin repeat; Flocculin,997,1035,<a href='https://pfam.xfam.org/family/PF00624' target='_blank'>PF00624</a>,<a href='https://www.yeastgenome.org/locus/YAR050W/protein' target='_blank'>YAR050W</a>
YAR050W,FLO1,PF00624,Flocculin repeat; Flocculin,1042,1080,<a href='https://pfam.xfam.org/family/PF00624' target='_blank'>PF00624</a>,<a href='https://www.yeastgenome.org/locus/YAR050W/protein' target='_blank'>YAR050W</a>
YAR050W,FLO1,PF07691,PA14 domain; PA14 domain,112,248,<a href='https://pfam.xfam.org/family/PF07691' target='_blank'>PF07691</a>,<a href='https://www.yeastgenome.org/locus/YAR050W/protein' target='_blank'>YAR050W</a>
YAR071W,PHO11,PF00328,"Histidine phosphatase superfamily (branch 2); Histidine phosphatase superfamily, clade-2",65,399,<a href='https://pfam.xfam.org/family/PF00328' target='_blank'>PF00328</a>,<a href='https://www.yeastgenome.org/locus/YAR071W/protein' target='_blank'>YAR071W</a>
YAR073W,IMD1,PF00478,IMP dehydrogenase / GMP reductase domain; IMP dehydrogenase/GMP reductase,36,373,<a href='https://pfam.xfam.org/family/PF00478' target='_blank'>PF00478</a>,<a href='https://www.yeastgenome.org/locus/YAR073W/protein' target='_blank'>YAR073W</a>
YAR073W,IMD1,PF00571,CBS domain; CBS domain,124,170,<a href='https://pfam.xfam.org/family/PF00571' target='_blank'>PF00571</a>,<a href='https://www.yeastgenome.org/locus/YAR073W/protein' target='_blank'>YAR073W</a>
YAR073W,IMD1,PF00571,CBS domain; CBS domain,180,233,<a href='https://pfam.xfam.org/family/PF00571' target='_blank'>PF00571</a>,<a href='https://www.yeastgenome.org/locus/YAR073W/protein' target='_blank'>YAR073W</a>
YAR075W, ,PF00478,IMP dehydrogenase / GMP reductase domain; IMP dehydrogenase/GMP reductase,11,145,<a href='https://pfam.xfam.org/family/PF00478' target='_blank'>PF00478</a>,<a href='https://www.yeastgenome.org/locus/YAR075W/protein' target='_blank'>YAR075W</a>
YBL112C, ,PF00271,"Helicase conserved C-terminal domain; Helicase, C-terminal",2,41,<a href='https://pfam.xfam.org/family/PF00271' target='_blank'>PF00271</a>,<a href='https://www.yeastgenome.org/locus/YBL112C/protein' target='_blank'>YBL112C</a>
YBL111C, ,PF00270,DEAD/DEAH box helicase; DEAD/DEAH box helicase domain,380,539,<a href='https://pfam.xfam.org/family/PF00270' target='_blank'>PF00270</a>,<a href='https://www.yeastgenome.org/locus/YBL111C/protein' target='_blank'>YBL111C</a>
YBL108C-A,PAU9,PF00660,Seripauperin and TIP1 family; Stress-induced protein SRP1/TIP1,1,36,<a href='https://pfam.xfam.org/family/PF00660' target='_blank'>PF00660</a>,<a href='https://www.yeastgenome.org/locus/YBL108C-A/protein' target='_blank'>YBL108C-A</a>
YBL107C,MIX23,PF09774,Caffeine-induced death protein 2; Caffeine-induced death protein 2,38,180,<a href='https://pfam.xfam.org/family/PF09774' target='_blank'>PF09774</a>,<a href='https://www.yeastgenome.org/locus/YBL107C/protein' target='_blank'>YBL107C</a>
YBL106C,SRO77,PF08596,"Lethal giant larvae(Lgl) like, C-terminal; Lethal giant larvae (Lgl)-like, C-terminal domain",514,916,<a href='https://pfam.xfam.org/family/PF08596' target='_blank'>PF08596</a>,<a href='https://www.yeastgenome.org/locus/YBL106C/protein' target='_blank'>YBL106C</a>
YBL105C,PKC1,PF00069,Protein kinase domain; Protein kinase domain,826,1083,<a href='https://pfam.xfam.org/family/PF00069' target='_blank'>PF00069</a>,<a href='https://www.yeastgenome.org/locus/YBL105C/protein' target='_blank'>YBL105C</a>
YBL105C,PKC1,PF00130,"Phorbol esters/diacylglycerol binding domain (C1 domain); Protein kinase C-like, phorbol ester/diacylglycerol-binding domain",415,462,<a href='https://pfam.xfam.org/family/PF00130' target='_blank'>PF00130</a>,<a href='https://www.yeastgenome.org/locus/YBL105C/protein' target='_blank'>YBL105C</a>
YBL105C,PKC1,PF00130,"Phorbol esters/diacylglycerol binding domain (C1 domain); Protein kinase C-like, phorbol ester/diacylglycerol-binding domain",482,533,<a href='https://pfam.xfam.org/family/PF00130' target='_blank'>PF00130</a>,<a href='https://www.yeastgenome.org/locus/YBL105C/protein' target='_blank'>YBL105C</a>
YBL105C,PKC1,PF00168,C2 domain; C2 domain,210,280,<a href='https://pfam.xfam.org/family/PF00168' target='_blank'>PF00168</a>,<a href='https://www.yeastgenome.org/locus/YBL105C/protein' target='_blank'>YBL105C</a>
YBL105C,PKC1,PF00433,"Protein kinase C terminal domain; Protein kinase, C-terminal",1104,1144,<a href='https://pfam.xfam.org/family/PF00433' target='_blank'>PF00433</a>,<a href='https://www.yeastgenome.org/locus/YBL105C/protein' target='_blank'>YBL105C</a>
YBL105C,PKC1,PF02185,Hr1 repeat; HR1 rho-binding domain,8,66,<a href='https://pfam.xfam.org/family/PF02185' target='_blank'>PF02185</a>,<a href='https://www.yeastgenome.org/locus/YBL105C/protein' target='_blank'>YBL105C</a>
YBL104C,SEA4,PF17034,"Zinc-ribbon like family; WD repeat protein mio, zinc-ribbon like domain",938,1037,<a href='https://pfam.xfam.org/family/PF17034' target='_blank'>PF17034</a>,<a href='https://www.yeastgenome.org/locus/YBL104C/protein' target='_blank'>YBL104C</a>
YBL103C,RTG3,PF00010,"Helix-loop-helix DNA-binding domain; Myc-type, basic helix-loop-helix (bHLH) domain",286,344,<a href='https://pfam.xfam.org/family/PF00010' target='_blank'>PF00010</a>,<a href='https://www.yeastgenome.org/locus/YBL103C/protein' target='_blank'>YBL103C</a>
YBL102W,SFT2,PF04178,"Got1/Sft2-like family; Vesicle transport protein, Got1/SFT2-like",92,202,<a href='https://pfam.xfam.org/family/PF04178' target='_blank'>PF04178</a>,<a href='https://www.yeastgenome.org/locus/YBL102W/protein' target='_blank'>YBL102W</a>
YBL099W,ATP1,PF00006,"ATP synthase alpha/beta family, nucleotide-binding domain; ATPase, F1/V1/A1 complex, alpha/beta subunit, nucleotide-binding domain",186,409,<a href='https://pfam.xfam.org/family/PF00006' target='_blank'>PF00006</a>,<a href='https://www.yeastgenome.org/locus/YBL099W/protein' target='_blank'>YBL099W</a>
YBL099W,ATP1,PF00306,"ATP synthase alpha/beta chain, C terminal domain; ATP synthase, alpha subunit, C-terminal",416,541,<a href='https://pfam.xfam.org/family/PF00306' target='_blank'>PF00306</a>,<a href='https://www.yeastgenome.org/locus/YBL099W/protein' target='_blank'>YBL099W</a>
YBL099W,ATP1,PF02874,"ATP synthase alpha/beta family, beta-barrel domain; ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain",64,129,<a href='https://pfam.xfam.org/family/PF02874' target='_blank'>PF02874</a>,<a href='https://www.yeastgenome.org/locus/YBL099W/protein' target='_blank'>YBL099W</a>
YBL098W,BNA4,PF01494,FAD binding domain; FAD-binding domain,4,360,<a href='https://pfam.xfam.org/family/PF01494' target='_blank'>PF01494</a>,<a href='https://www.yeastgenome.org/locus/YBL098W/protein' target='_blank'>YBL098W</a>
YBL097W,BRN1,PF05786,Condensin complex subunit 2; Condensin complex subunit 2/barren,23,626,<a href='https://pfam.xfam.org/family/PF05786' target='_blank'>PF05786</a>,<a href='https://www.yeastgenome.org/locus/YBL097W/protein' target='_blank'>YBL097W</a>
YBL097W,BRN1,PF05786,Condensin complex subunit 2; Condensin complex subunit 2/barren,631,742,<a href='https://pfam.xfam.org/family/PF05786' target='_blank'>PF05786</a>,<a href='https://www.yeastgenome.org/locus/YBL097W/protein' target='_blank'>YBL097W</a>
YBL095W,MRX3,PF03061,Thioesterase superfamily; Thioesterase domain,147,214,<a href='https://pfam.xfam.org/family/PF03061' target='_blank'>PF03061</a>,<a href='https://www.yeastgenome.org/locus/YBL095W/protein' target='_blank'>YBL095W</a>
YBL093C,ROX3,PF08633,"Rox3 mediator complex subunit; Mediator complex, subunit Med19, fungi",26,218,<a href='https://pfam.xfam.org/family/PF08633' target='_blank'>PF08633</a>,<a href='https://www.yeastgenome.org/locus/YBL093C/protein' target='_blank'>YBL093C</a>
YBL092W,RPL32,PF01655,Ribosomal protein L32; Ribosomal protein L32e,14,121,<a href='https://pfam.xfam.org/family/PF01655' target='_blank'>PF01655</a>,<a href='https://www.yeastgenome.org/locus/YBL092W/protein' target='_blank'>YBL092W</a>
YBL091C-A,SCS22,PF00635,MSP (Major sperm protein) domain; Major sperm protein (MSP) domain,2,96,<a href='https://pfam.xfam.org/family/PF00635' target='_blank'>PF00635</a>,<a href='https://www.yeastgenome.org/locus/YBL091C-A/protein' target='_blank'>YBL091C-A</a>
YBL091C,MAP2,PF00557,Metallopeptidase family M24; Peptidase M24,104,408,<a href='https://pfam.xfam.org/family/PF00557' target='_blank'>PF00557</a>,<a href='https://www.yeastgenome.org/locus/YBL091C/protein' target='_blank'>YBL091C</a>
YBL090W,MRP21,PF01165,Ribosomal protein S21; Ribosomal protein S21,106,158,<a href='https://pfam.xfam.org/family/PF01165' target='_blank'>PF01165</a>,<a href='https://www.yeastgenome.org/locus/YBL090W/protein' target='_blank'>YBL090W</a>
YBL089W,AVT5,PF01490,"Transmembrane amino acid transporter protein; Amino acid transporter, transmembrane domain",2,445,<a href='https://pfam.xfam.org/family/PF01490' target='_blank'>PF01490</a>,<a href='https://www.yeastgenome.org/locus/YBL089W/protein' target='_blank'>YBL089W</a>
YBL088C,TEL1,PF02260,FATC domain; FATC domain,2757,2787,<a href='https://pfam.xfam.org/family/PF02260' target='_blank'>PF02260</a>,<a href='https://www.yeastgenome.org/locus/YBL088C/protein' target='_blank'>YBL088C</a>
YBL088C,TEL1,PF00454,"Phosphatidylinositol 3- and 4-kinase; Phosphatidylinositol 3-/4-kinase, catalytic domain",2467,2703,<a href='https://pfam.xfam.org/family/PF00454' target='_blank'>PF00454</a>,<a href='https://www.yeastgenome.org/locus/YBL088C/protein' target='_blank'>YBL088C</a>
YBL088C,TEL1,PF11640,Telomere-length maintenance and DNA damage repair; Telomere-length maintenance and DNA damage repair,7,156,<a href='https://pfam.xfam.org/family/PF11640' target='_blank'>PF11640</a>,<a href='https://www.yeastgenome.org/locus/YBL088C/protein' target='_blank'>YBL088C</a>
YBL087C,RPL23A,PF00238,Ribosomal protein L14p/L23e; Ribosomal protein L14P,19,135,<a href='https://pfam.xfam.org/family/PF00238' target='_blank'>PF00238</a>,<a href='https://www.yeastgenome.org/locus/YBL087C/protein' target='_blank'>YBL087C</a>
YBL086C, ,PF10358,N-terminal C2 in EEIG1 and EHBP1 proteins; NT-type C2 domain,8,206,<a href='https://pfam.xfam.org/family/PF10358' target='_blank'>PF10358</a>,<a href='https://www.yeastgenome.org/locus/YBL086C/protein' target='_blank'>YBL086C</a>
YBL085W,BOI1,PF00018,SH3 domain; SH3 domain,19,69,<a href='https://pfam.xfam.org/family/PF00018' target='_blank'>PF00018</a>,<a href='https://www.yeastgenome.org/locus/YBL085W/protein' target='_blank'>YBL085W</a>
YBL085W,BOI1,PF00169,PH domain; Pleckstrin homology domain,779,893,<a href='https://pfam.xfam.org/family/PF00169' target='_blank'>PF00169</a>,<a href='https://www.yeastgenome.org/locus/YBL085W/protein' target='_blank'>YBL085W</a>
